INCITS	pop2013	votes_dem	votes_gop	total_votes	pop_estimate
48189	35764	2090	6347	8802	35764
48191	3239	164	891	1089	3239
48193	8310	479	3056	3609	8310
48195	5555	171	1730	1947	5555
48197	4016	249	1207	1511	4016
48199	55417	2779	19600	22768	55417
48201	4336853	706471	544960	1302887	4336853
48203	66886	7130	18712	26364	66886
48205	6100	172	1727	1945	6100
48207	5875	314	1403	1765	5875
48209	176026	33117	33730	71524	176026
48211	4158	181	1460	1687	4158
48213	78675	5649	23574	29855	78675
48215	815996	118739	48608	172990	815996
48217	34823	2535	10075	12906	34823
48219	23530	1257	5793	7282	23530
48221	52905	4001	21367	26120	52905
48223	35565	2508	10704	13476	35565
48225	22911	1978	6205	8302	22911
48227	36147	1768	6635	8692	36147
48229	3318	324	503	871	3318
48231	87048	6301	23866	31185	87048
48233	21819	854	7039	8126	21819
48235	1612	90	660	760	1612
48237	8957	314	2973	3339	8957
48239	14591	904	4266	5275	14591
48241	35649	2582	10578	13351	35649
48243	2253	422	694	1175	2253
48245	252358	42404	42828	87363	252358
48247	5245	1635	430	2119	5245
48249	41680	6688	5411	12346	41680
48251	154707	10976	44370	57270	154707
48253	19859	935	4815	5932	19859
48255	15081	1144	2959	4185	15081
48257	108568	10265	29537	40979	108568
48259	37766	3633	15663	19936	37766
48261	412	99	84	186	412
48263	807	59	360	433	807
48265	49953	4665	17658	23090	49953
48267	4481	206	1697	1945	4481
48269	285	5	149	159	285
48271	3586	457	936	1424	3586
48273	32101	4713	4364	9483	32101
48275	3767	247	1078	1358	3767
48277	49426	3579	14546	18537	49426
48279	13775	770	3040	3905	13775
48281	20222	1479	6371	8149	20222
48283	7369	1125	870	2049	7369
48285	19581	1170	7339	8633	19581
48287	16628	1372	4996	6522	16628
48289	16742	909	6391	7407	16742
48291	76907	4851	18856	24155	76907
48293	23326	1748	5747	7648	23326
48295	3485	135	1159	1322	3485
48297	11867	739	3450	4267	11867
48299	19444	1825	8283	10377	19444
48301	95	4	57	64	95
48303	289324	27956	65566	98060	289324
48305	5723	403	1546	1997	5723
48307	8330	480	2546	3086	8330
48309	241481	27046	48245	78255	241481
48311	764	40	454	497	764
48313	13781	881	3349	4283	13781
48315	10235	1156	2968	4206	10235
48317	5312	266	1453	1755	5312
48319	4128	353	1656	2053	4128
48321	36592	3357	8147	11779	36592
48323	55932	10397	2816	13588	55932
48325	47399	4624	12054	17187	47399
48327	2148	153	681	860	2148
48329	151468	9993	36896	48753	151468
48331	24167	2042	6340	8607	24167
48333	4907	242	1949	2238	4907
48335	9402	353	1780	2190	9402
48337	19503	885	7526	8604	19503
48339	499137	45744	150188	203083	499137
48341	22141	1096	3974	5262	22141
48343	12834	1425	3443	4964	12834
48345	1196	40	571	620	1196
48347	65330	6822	14751	22430	65330
48349	48038	3998	11984	16382	48038
48351	14140	978	2961	4010	14140
48353	15037	1029	3551	4744	15037
48355	352107	49102	50704	103958	352107
48357	10806	274	2628	2981	10806
48359	2102	78	850	945	2102
48361	82957	5716	25385	31761	82957
48363	27889	1700	8222	10175	27889
48365	23870	1835	8445	10413	23870
48367	121418	8329	46433	56413	121418
48369	9965	848	1911	2818	9965
48371	15697	1551	2463	4167	15697
48373	45790	7123	26587	34444	45790
48375	121661	7620	19499	28330	121661
48377	7201	1458	652	2203	7201
48379	11065	619	3919	4630	11065
48381	126474	8340	43379	53813	126474
48383	3601	167	709	900	3601
48385	3350	262	1382	1678	3350
48387	12470	1148	3924	5147	12470
48389	13965	1659	1417	3184	13965
48391	7305	1034	1830	2945	7305
48393	831	20	524	550	831
48395	16486	2203	4665	7010	16486
48397	85245	9633	28396	39529	85245
48399	10309	452	3241	3765	10309
48401	53622	3935	14675	18994	53622
48403	10361	614	3992	4642	10361
48405	8769	907	2620	3563	8769
48407	26856	2034	8050	10305	26856
48409	66137	7825	13004	21513	66137
48411	6012	293	2025	2354	6012
48413	3206	209	819	1054	3206
48415	17302	733	4403	5261	17302
48417	3375	103	1378	1502	3375
48419	25792	1757	7171	9072	25792
48421	3093	96	807	933	3093
48423	216080	22128	58631	83161	216080
48425	8658	540	3206	3876	8658
48427	61963	9246	2218	11691	61963
48429	9247	348	3033	3453	9247
48431	1219	70	549	633	1219
48433	1432	135	555	701	1432
48435	4006	313	1075	1415	4006
48437	7763	462	1671	2190	7763
48439	1911541	288001	345683	662832	1911541
48441	134117	10047	33172	45266	134117
48443	903	140	287	437	903
48445	12743	424	1295	1763	12743
48447	1600	84	715	808	1600
48449	32581	2538	6405	9176	32581
48451	114954	9117	27376	38104	114954
48453	1120954	306475	126750	462511	1120954
48455	14393	1154	4737	5982	14393
48457	21464	1243	6601	7969	21464
48459	39884	2378	13198	15918	39884
48461	3372	284	961	1296	3372
48463	26926	3863	4828	8936	26926
48465	48623	6920	5856	13476	48623
48467	52481	2792	18436	21689	52481
48469	90028	8843	21253	31032	90028
48471	68817	6085	12878	19683	68817
48473	45213	5744	10525	16715	45213
48475	11244	780	2541	3413	11244
48477	34147	3381	10944	14747	34147
48479	262495	42297	12946	56867	262495
48481	41216	4238	10149	14707	41216
48483	5751	194	2087	2306	5751
48485	132047	8752	27609	37913	132047
48487	13131	807	3166	4101	13131
48489	21921	3416	1541	5082	21921
48491	471014	84252	104029	200524	471014
48493	45418	4790	13991	19255	45418
48495	7606	420	1403	1873	7606
48497	60939	3412	20655	24661	60939
48499	42306	2624	15681	18646	42306
48501	8184	426	1797	2299	8184
48503	18341	873	6587	7658	18341
48505	14390	2056	1028	3134	14390
48507	12156	2633	692	3390	12156
49001	6459	264	1838	2490	6459
49003	50794	1814	10324	16548	50794
49005	116909	6705	16643	35879	116909
49007	20988	1696	5182	7818	20988
49009	1127	76	327	465	1127
49011	322094	22575	46985	104661	322094
49013	20308	500	5505	6932	20308
49015	10749	379	3402	4263	10749
49017	5083	352	1577	2294	5083
49019	9360	1932	1934	4456	9360
49021	46780	2104	10025	15354	46780
49023	10348	436	2759	4076	10348
49025	7260	739	2248	3482	7260
49027	12662	431	3860	5234	12662
49029	10173	572	3156	5136	10173
49031	1510	31	537	617	1510
49033	2288	104	786	1096	2288
49035	1079721	154831	117901	361347	1079721
49037	14973	1997	2635	5385	14973
49039	28237	1026	6436	9778	28237
49041	20852	673	6455	8308	20852
49043	38486	10251	7160	20133	38486
49045	60762	4015	9693	18905	60762
49047	35555	1002	9876	12883	35555
49049	551891	24579	89755	174942	551891
49051	26437	3063	6115	12120	26437
49053	147800	9583	39566	57494	147800
49055	2747	271	959	1410	2747
49057	238519	22187	38447	81451	238519
50001	36791	11217	5297	17592	36791
50003	36659	9539	5925	16345	36659
50005	31157	6445	5533	12966	31157
50007	159515	54463	18298	77263	159515
50009	6211	1019	1506	2706	6211
50011	48294	9351	8752	19373	48294
50013	6987	2094	1487	3778	6987
50015	25067	7241	3570	11641	25067
50017	28915	7522	4997	13464	28915
50019	27169	5181	5158	10988	27169
50021	60622	13629	12471	27660	60622
50023	59319	18594	7993	28654	59319
50025	43857	14340	5462	21151	43857
50027	56067	17544	8604	27832	56067
51001	33148	6737	8582	15755	33148
51003	103000	33297	19232	56134	103000
51005	16161	2165	4873	7306	16161
51007	12745	2150	4704	7035	12745
51009	32178	4986	9643	15164	32178
51011	15255	2023	5714	7954	15255
51013	224906	91879	20155	119344	224906
51015	73912	8108	26152	36661	73912
51017	4616	603	1548	2243	4616
51019	75773	9733	30578	42186	75773
51021	6735	453	2572	3124	6735
51023	33002	4492	13369	18641	33002
51025	16973	4473	3045	7645	16973
51027	23597	1721	7292	9220	23597
51029	17136	3128	3969	7284	17136
51031	55235	6597	19442	27218	55235
51033	29298	6425	7143	14189	29298
51035	29883	2557	10653	13587	29883
51036	7130	2244	1381	3745	7130
51037	12305	2153	3479	5792	12305
51041	327745	80993	84938	175288	327745
51043	14348	3047	4657	8131	14348
51045	5210	541	2139	2784	5210
51047	48506	7744	13341	22087	48506
51049	9841	2032	2693	4875	9841
51051	15486	1335	4932	6405	15486
51053	27904	5765	7447	13533	27904
51057	11229	2541	2657	5354	11229
51059	1130924	354485	157837	542858	1130924
51061	67207	12960	22110	37124	67207
51063	15528	2300	5289	7972	15528
51065	25977	5751	7018	13492	25977
51067	56335	7254	18560	26805	56335
51069	81319	11920	26069	40133	81319
51071	16925	1949	5930	8196	16925
51073	36834	5399	13087	19524	36834
51075	21626	4884	8374	13930	21626
51077	15161	1407	5593	7258	15161
51079	18804	2923	5943	9503	18804
51081	11886	2558	1737	4363	11886
51083	35401	6890	9698	16946	35401
51085	101330	19360	39592	62313	101330
51087	318611	93615	59674	161966	318611
51089	52617	8199	15207	24029	52617
51091	2215	371	958	1391	2215
51093	35656	7673	11971	20481	35656
51095	70516	19091	21284	42737	70516
51097	7130	1451	2059	3615	7130
51099	24926	4002	7338	11967	24926
51101	16097	2752	5963	9088	16097
51103	11148	2862	3520	6599	11148
51105	25185	1627	7542	9353	25185
51107	349679	99909	69633	180265	349679
51109	33945	6208	10507	17507	33945
51111	12527	2226	3206	5577	12527
51113	13200	2202	4418	6934	13200
51115	8897	1563	3515	5292	8897
51117	31426	6571	8283	15177	31426
51119	10762	2107	3668	5994	10762
51121	96207	20015	19455	42695	96207
51125	14789	3677	4150	8247	14789
51127	19507	3545	8117	12163	19507
51131	12125	3255	2686	6134	12125
51133	12200	2830	5089	8176	12200
51135	15773	2829	3712	6717	15773
51137	34689	5955	10511	17157	34689
51139	23821	2514	7824	10663	23821
51141	18368	1768	6454	8489	18368
51143	62426	9195	21742	31687	62426
51145	28259	4057	11875	16794	28259
51147	22802	4590	4099	9113	22802
51149	37253	6419	9157	16140	37253
51153	438580	83093	54065	144854	438580
51155	34507	4170	10314	15112	34507
51157	7478	1741	2532	4444	7478
51159	8953	1347	2213	3651	8953
51161	93524	16787	30857	50149	93524
51163	22307	3506	6671	10685	22307
51165	77741	9361	25269	36536	77741
51167	28264	2328	9516	12195	28264
51169	22640	1579	8242	10055	22640
51171	42684	5269	14078	20335	42684
51173	31652	2661	9747	12825	31652
51175	18128	3595	5035	8872	18128
51177	127348	24204	34619	62083	127348
51179	136788	27879	33840	65350	136788
51181	6765	2069	1785	3976	6765
51183	11810	2874	2055	5036	11810
51185	44103	2895	15160	18495	44103
51187	38699	5165	11762	17791	38699
51191	54907	5548	19309	25715	54907
51193	17612	3723	4331	8291	17612
51195	40589	2687	11983	14991	40589
51197	29344	2765	10044	13250	29344
51199	66269	12989	18823	34062	66269
51510	148892	57147	13241	74384	148892
51520	17341	1832	4884	6966	17341
51530	6680	693	1432	2395	6680
51540	44349	17865	2951	22211	44349
51550	230571	52554	53988	111827	230571
51570	17634	2367	5681	8427	17634
51580	5818	914	1349	2369	5818
51590	42907	11051	7306	18862	42907
51595	5588	1531	792	2367	5588
51600	23973	7363	3695	11854	23973
51610	13508	5810	1323	7667	13508
51620	8638	2516	1421	4040	8638
51630	28132	6690	3731	11135	28132
51640	7035	680	1603	2363	7035
51650	136699	41030	17802	61489	136699
51660	51395	10100	6232	17693	51395
51670	22163	4722	3885	8968	22163
51678	7170	1514	766	2448	7170
51680	78014	14787	17979	35349	78014
51683	41705	8395	5934	15210	41705
51685	16149	3218	1732	5214	16149
51690	13755	3531	2149	5873	13755
51700	182020	40997	23650	68432	182020
51710	246139	51429	19875	75172	246139
51720	4017	383	1021	1456	4017
51730	32538	12005	1448	13717	32538
51735	12104	1599	5089	7114	12104
51740	96205	28462	12773	43000	96205
51750	17184	2923	2637	6032	17184
51760	214114	74640	14254	94724	214114
51770	98465	23403	16045	41728	98465
51775	25299	4212	7225	12129	25299
51790	24350	5329	5129	11144	24350
51800	85728	23012	17206	41929	85728
51810	448479	76744	84389	171876	448479
51820	21263	3762	4798	9114	21263
51830	15206	5199	1921	7534	15206
51840	27216	5161	4786	10574	27216
53001	19067	1118	2740	4081	19067
53003	22110	3118	5712	9684	22110
53005	184486	25173	45594	76907	184486
53007	73967	10770	15070	27415	73967
53009	72312	15154	15685	32985	72312
53011	443817	90697	90590	195784	443817
53013	4032	523	1491	2171	4032
53015	101860	17842	24066	45485	101860
53017	39471	3600	7208	11467	39471
53019	7646	1091	2178	3560	7646
53021	86638	7839	11358	20584	86638
53023	2256	276	841	1232	2256
53025	91878	7768	18482	28260	91878
53027	71078	11378	13269	26736	71078
53029	78801	20766	18259	42425	78801
53031	30076	12556	5986	20100	30076
53033	2044449	657149	197781	910823	2044449
53035	253968	60561	46762	118625	253968
53037	41765	7190	9845	18334	41765
53039	20866	3781	5390	9859	20866
53041	75081	7236	16273	24995	75081
53043	10301	1238	4095	5692	10301
53045	60497	11872	13539	27767	60497
53047	41193	3980	6305	10893	41193
53049	20498	4597	5338	10667	20498
53051	12896	1932	4364	6788	12896
53053	819743	160306	136046	322592	819743
53055	15875	7053	2651	10589	15875
53057	118837	26076	24330	54831	118837
53059	11274	2207	2910	5587	11274
53061	745913	167943	116433	309496	745913
53063	479398	86590	103846	208081	479398
53065	43430	4348	11059	16438	43430
53067	262388	65015	46219	122301	262388
53069	4042	824	1328	2333	4042
53071	59530	7550	10775	19718	59530
53073	206353	59402	40247	108223	206353
53075	46570	5521	5462	12128	46570
53077	247044	28484	39593	72306	247044
54001	16770	1213	4509	6024	16770
54003	108706	12287	28210	42770	108706
54005	24224	1783	6483	8654	24224
54007	14502	1315	3516	5063	14502
54009	23737	2549	6574	9540	23737
54011	97133	11306	19648	32701	97133
54013	7564	456	2023	2604	7564
54015	9244	566	2289	2958	9244
54017	8344	360	2347	2826	8344
54019	45599	4246	10263	15187	45599
54021	8672	537	1889	2528	8672
54023	11759	510	4338	4945	11759
54025	35644	3743	9499	13984	35644
54027	23445	1576	6646	8557	23445
54029	30291	3247	8870	12642	30291
54031	13920	1249	4544	6022	13920
54033	68972	7675	18687	27868	68972
54035	29178	2648	8959	12108	29178
54037	55073	9458	13144	24007	55073
54039	191275	27985	43464	74996	191275
54041	16452	1336	5245	6885	16452
54043	21559	1435	5257	6988	21559
54045	35987	2082	9866	12315	35987
54047	20876	1429	4614	6179	20876
54049	56868	6926	14592	22910	56868
54051	32459	2894	9565	13083	32459
54053	27126	2069	7597	10115	27126
54055	61984	4689	17362	22919	61984
54057	27704	2019	8957	11410	27704
54059	25900	1365	7876	9469	25900
54061	102274	14568	18278	35733	102274
54063	13483	1089	4337	5670	13483
54065	17498	1568	5718	7635	17498
54067	25965	1821	7169	9385	25965
54069	43727	5452	11077	17819	43727
54071	7471	726	2388	3212	7471
54073	7577	620	2342	3130	7577
54075	8669	924	2474	3619	8669
54077	33859	2462	9501	12611	33859
54079	56650	5784	17455	24443	56650
54081	78833	6362	21835	29311	78833
54083	29415	2724	7583	10816	29415
54085	10073	490	3376	4040	10073
54087	14656	1220	3772	5234	14656
54089	13563	1186	3444	4847	13563
54091	16973	1483	4701	6498	16973
54093	6968	750	2557	3464	6968
54095	8995	505	2967	3621	8995
54097	24665	1763	6971	9180	24665
54099	41437	3334	11077	15080	41437
54101	8893	554	2284	2955	8893
54103	16204	1348	4461	6191	16204
54105	5901	383	1903	2410	5901
54107	86569	8327	25168	35256	86569
54109	23019	1061	6527	7809	23019
55001	20480	3780	5983	10107	20480
55003	16016	4136	3428	7926	16016
55005	45676	7881	13595	22514	45676
55007	15156	4953	4125	9491	15156
55009	254586	53358	67192	127497	254586
55011	13357	2531	4049	6921	13357
55013	15333	2948	5412	8719	15333
55015	49617	9634	15345	26429	49617
55017	63132	11875	17912	31471	63132
55019	34615	4225	8645	13548	34615
55021	56653	13525	14160	29287	56653
55023	16397	3426	3844	7678	16397
55025	509939	217506	71270	304729	509939
55027	88344	13968	26643	42818	88344
55029	27896	8026	8584	17398	27896
55031	43887	11342	9657	22185	43887
55033	44122	9025	11487	22029	44122
55035	101438	27271	23301	54080	101438
55037	4520	666	1897	2651	4520
55039	101798	17391	31044	51094	101798
55041	9126	1583	2787	4507	9126
55043	51069	10047	12347	24051	51069
55045	37090	9121	8693	18791	37090
55047	18959	2700	6210	9315	18959
55049	23749	6669	4809	12123	23749
55051	5886	1273	2090	3477	5886
55053	20644	3821	4907	9202	20644
55055	84509	16559	23409	42324	84509
55057	26547	4100	7188	11736	26547
55059	167757	35770	36025	75825	167757
55061	20505	3623	6616	10742	20505
55063	116713	32402	26384	62785	116713
55065	16766	3288	3977	7602	16766
55067	19575	3260	6436	10093	19575
55069	28684	5370	8400	14563	28684
55071	80654	14563	23234	39991	80654
55073	135416	26476	39010	68849	135416
55075	41610	6243	12995	19979	41610
55077	15176	2808	4712	7813	15176
55078	4317	1003	269	1279	4317
55079	956023	288986	126091	434970	956023
55081	45298	7047	11442	19554	45298
55083	37318	5886	13255	19924	37318
55085	35689	8103	11677	20837	35689
55087	180345	38087	49884	93474	180345
55089	87054	20167	30458	53368	87054
55091	7360	1345	2228	3746	7360
55093	40976	8380	11260	21089	40976
55095	43476	7568	13864	22691	43476
55097	70380	18524	17310	38123	70380
55099	13802	2671	4562	7560	13802
55101	195041	42506	46620	93678	195041
55103	17717	3577	4021	7962	17717
55105	160739	39336	31483	75043	160739
55107	14395	2171	4564	7029	14395
55109	85930	17496	26123	46819	85930
55111	63162	14692	14791	31238	63162
55113	16513	2846	4625	7767	16513
55115	41643	6056	12742	19697	41643
55117	114922	22636	32368	58290	114922
55119	20610	2398	6589	9417	20610
55121	29582	5645	7370	13581	29582
55123	30329	6351	6994	14193	30329
55125	21368	4769	8169	13453	21368
55127	102945	18706	28848	50570	102945
55129	15686	3283	5404	9059	15686
55131	132739	20854	51729	76246	132739
55133	393843	79200	142521	233273	393843
55135	52285	8303	16013	25491	52285
55137	24329	3802	7669	11961	24329
55139	169541	37054	43447	85892	169541
55141	73959	14232	21502	37712	73959
56001	37422	6888	7601	16420	37422
56003	11994	594	4067	5079	11994
56005	48176	1324	15778	17935	48176
56007	15748	1279	4409	6200	15748
56009	14313	668	5520	6552	14313
56011	7184	271	3347	3771	7184
56013	40998	4200	11167	16543	40998
56015	13612	924	4418	5708	13612
56017	4847	400	1939	2535	4847
56019	8628	638	3477	4349	8628
56021	95809	11572	24844	39945	95809
56023	18364	1105	6779	8398	18364
56025	80973	6573	23523	32493	80973
56027	2541	115	1116	1297	2541
56029	29227	2535	11115	14634	29227
56031	8765	719	3437	4460	8765
56033	29824	2926	10266	14187	29824
56035	10041	644	3409	4297	10041
56037	45237	3233	12153	16661	45237
56039	22268	7313	3920	12176	22268
56041	21066	1202	6154	8053	21066
56043	8463	532	2911	3715	8463
56045	7158	294	2898	3334	7158
